MiniBGD(25/49): loss=1.287375124483542, w=3.526771184886915, b=66.27873346560541
MiniBGD(26/49): loss=3.3295889813596253, w=3.530492973901927, b=66.3439794020627
MiniBGD(27/49): loss=2.4930290335619363, w=3.5333098273617103, b=66.39670255454597
MiniBGD(28/49): loss=1.2558047218476225, w=3.535541266911761, b=66.44094605534022
MiniBGD(29/49): loss=2.670072018182898, w=3.5368130623528287, b=66.47731963797824
MiniBGD(30/49): loss=2.021736155665283, w=3.5394606371161648, b=66.50614012767132
MiniBGD(31/49): loss=2.915003487120491, w=3.5423653921186444, b=66.53092391348659
MiniBGD(32/49): loss=2.5430356757419887, w=3.5450382567942715, b=66.54956336599649
MiniBGD(33/49): loss=1.3307015026180544, w=3.544666286134698, b=66.56512536540882
MiniBGD(34/49): loss=1.0513091800337173, w=3.5453660160318545, b=66.57610594691486
MiniBGD(35/49): loss=1.5965014926706156, w=3.5458164138563997, b=66.58639614848906
MiniBGD(36/49): loss=2.0749065197171497, w=3.5445145763818435, b=66.5957614972991
MiniBGD(37/49): loss=2.1545111700570656, w=3.5454282791839433, b=66.6035540694261
MiniBGD(38/49): loss=1.6447760549267727, w=3.54551811403498, b=66.6115006660295
MiniBGD(39/49): loss=1.0843640142434179, w=3.5458612171926265, b=66.61748712201019
MiniBGD(40/49): loss=1.6207674406154893, w=3.5457110503553078, b=66.62162280930673
MiniBGD(41/49): loss=3.466933956850389, w=3.546146543523988, b=66.6236491823655
MiniBGD(42/49): loss=4.906080623371048, w=3.5459831175261827, b=66.62532528394395
MiniBGD(43/49): loss=1.409649546038996, w=3.5451825812167606, b=66.6285096161814
MiniBGD(44/49): loss=2.3154444163932006, w=3.5464042003143597, b=66.63026034511356
MiniBGD(45/49): loss=0.34793461399014813, w=3.546167617139652, b=66.63251265470662
MiniBGD(46/49): loss=3.0011187812563294, w=3.5476057720139944, b=66.63299743769944
MiniBGD(47/49): loss=1.2872498762414064, w=3.54777921865495, b=66.6340564495439
MiniBGD(48/49): loss=0.8967331152776253, w=3.5477806957509803, b=66.6344560440512
MiniBGD(49/49): loss=3.505534178955409, w=3.5486086702017743, b=66.63483755983603
Learn: execution time=0.034 seconds
R2: 0.8361246915181331
MSE: 2.41695600888712
RMSE: 1.5546562349558566
MAE: 1.2804798984358614
PSO(0/49): loss=18.791509454050342, w=2.8088904504397334, b=62.592465731924705
PSO(1/49): loss=18.791509454050342, w=2.8088904504397334, b=62.592465731924705
PSO(2/49): loss=18.791509454050342, w=2.8088904504397334, b=62.592465731924705
PSO(3/49): loss=18.791509454050342, w=2.8088904504397334, b=62.592465731924705
PSO(4/49): loss=18.791509454050342, w=2.8088904504397334, b=62.592465731924705
PSO(5/49): loss=15.561314723331003, w=4.306077051692423, b=63.017371257097395
PSO(6/49): loss=12.689351694195903, w=5.359744499640778, b=63.89218656262874
PSO(7/49): loss=7.076034854792715, w=4.988850290464649, b=64.86824164186935
PSO(8/49): loss=7.061399720500621, w=4.296993752828769, b=64.48693719772488
PSO(9/49): loss=3.169880427113004, w=2.411183028488445, b=66.75301448202939
PSO(10/49): loss=2.2414624246509645, w=3.842331778106398, b=66.10413878436135
PSO(11/49): loss=2.2414624246509645, w=3.842331778106398, b=66.10413878436135
PSO(12/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(13/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(14/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(15/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(16/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(17/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(18/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(19/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(20/49): loss=1.9084578945976405, w=3.37457525057242, b=66.73968195042484
PSO(21/49): loss=1.8937318910674412, w=3.706955779993182, b=66.64810450926939
PSO(22/49): loss=1.8901175497699576, w=3.6946576934924993, b=66.65394138952045
PSO(23/49): loss=1.8901175497699576, w=3.6946576934924993, b=66.65394138952045
PSO(24/49): loss=1.8901175497699576, w=3.6946576934924993, b=66.65394138952045
PSO(25/49): loss=1.8901175497699576, w=3.6946576934924993, b=66.65394138952045
PSO(26/49): loss=1.8877992332073381, w=3.687065407594077, b=66.64686343867093
PSO(27/49): loss=1.8818304660162632, w=3.613279051045395, b=66.543951816654
PSO(28/49): loss=1.8738435810788354, w=3.6200349537614924, b=66.65415987132184
PSO(29/49): loss=1.8738435810788354, w=3.6200349537614924, b=66.65415987132184
PSO(30/49): loss=1.8738435810788354, w=3.6200349537614924, b=66.65415987132184
PSO(31/49): loss=1.8724818960285146, w=3.6081206442830327, b=66.61888218842695
PSO(32/49): loss=1.8724818960285146, w=3.6081206442830327, b=66.61888218842695
PSO(33/49): loss=1.8724818960285146, w=3.6081206442830327, b=66.61888218842695
PSO(34/49): loss=1.8724818960285146, w=3.6081206442830327, b=66.61888218842695
PSO(35/49): loss=1.8724818960285146, w=3.6081206442830327, b=66.61888218842695
PSO(36/49): loss=1.8699189968459196, w=3.583730648664288, b=66.65347040134262
PSO(37/49): loss=1.8691034518895469, w=3.5368896273427417, b=66.61637116242999
PSO(38/49): loss=1.868587809707276, w=3.55295379721274, b=66.62872582674116
PSO(39/49): loss=1.868587809707276, w=3.55295379721274, b=66.62872582674116
PSO(40/49): loss=1.868587809707276, w=3.55295379721274, b=66.62872582674116
PSO(41/49): loss=1.868587809707276, w=3.55295379721274, b=66.62872582674116
PSO(42/49): loss=1.868587809707276, w=3.55295379721274, b=66.62872582674116
PSO(43/49): loss=1.8685220811694268, w=3.549365917501714, b=66.64804303845949
PSO(44/49): loss=1.8685220811694268, w=3.549365917501714, b=66.64804303845949
PSO(45/49): loss=1.8684491543442245, w=3.5475289277164848, b=66.64091660701011
PSO(46/49): loss=1.8684491543442245, w=3.5475289277164848, b=66.64091660701011
PSO(47/49): loss=1.8684491543442245, w=3.5475289277164848, b=66.64091660701011
PSO(48/49): loss=1.8684491543442245, w=3.5475289277164848, b=66.64091660701011
PSO(49/49): loss=1.8684491543442245, w=3.5475289277164848, b=66.64091660701011
Learn: execution time=0.370 seconds
R2: 0.8362628496033784
MSE: 2.414918349782748
RMSE: 1.5540007560431714
MAE: 1.279988929522785
PSO(0/49): loss=3.794037110444056, w=-0.13908075295307754, b=69.10709669078449
PSO(1/49): loss=3.794037110444056, w=-0.13908075295307754, b=69.10709669078449
PSO(2/49): loss=3.794037110444056, w=-0.13908075295307754, b=69.10709669078449
PSO(3/49): loss=3.794037110444056, w=-0.13908075295307754, b=69.10709669078449
PSO(4/49): loss=3.794037110444056, w=-0.13908075295307754, b=69.10709669078449
PSO(5/49): loss=2.061145322664679, w=1.4905099037321499, b=67.18908629627069
PSO(6/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(7/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(8/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(9/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(10/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(11/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(12/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(13/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(14/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(15/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(16/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(17/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(18/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(19/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(20/49): loss=1.1166793370199048, w=3.8664290779365373, b=66.710612567877
PSO(21/49): loss=1.095445490194113, w=3.5623649735283243, b=66.44042479035127
PSO(22/49): loss=1.095445490194113, w=3.5623649735283243, b=66.44042479035127
PSO(23/49): loss=1.095445490194113, w=3.5623649735283243, b=66.44042479035127
PSO(24/49): loss=1.0915835333510848, w=3.7003070202351216, b=66.58170325567775
PSO(25/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(26/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(27/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(28/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(29/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(30/49): loss=1.0858007741065585, w=3.633895631967439, b=66.69498082366871
PSO(31/49): loss=1.0853730481501933, w=3.4576646788361383, b=66.68132477301225
PSO(32/49): loss=1.0853730481501933, w=3.4576646788361383, b=66.68132477301225
PSO(33/49): loss=1.0853730481501933, w=3.4576646788361383, b=66.68132477301225
PSO(34/49): loss=1.0853730481501933, w=3.4576646788361383, b=66.68132477301225
PSO(35/49): loss=1.0846326179741317, w=3.5219017409448434, b=66.67130409249675
PSO(36/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(37/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(38/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(39/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(40/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(41/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(42/49): loss=1.0842372817684613, w=3.5173757108924186, b=66.6535254839758
PSO(43/49): loss=1.0841584091170362, w=3.4829838859781184, b=66.59389893767711
PSO(44/49): loss=1.0838330869107187, w=3.555283951247453, b=66.60116192554793
PSO(45/49): loss=1.083680394382466, w=3.515312291352065, b=66.60089942500689
PSO(46/49): loss=1.083668338431126, w=3.527866202883083, b=66.58821555189704
PSO(47/49): loss=1.083668338431126, w=3.527866202883083, b=66.58821555189704
PSO(48/49): loss=1.083637838160428, w=3.517851201352476, b=66.59048304398327
PSO(49/49): loss=1.083637838160428, w=3.517851201352476, b=66.59048304398327
Learn: execution time=0.220 seconds
R2: 0.8352819558143085
MSE: 2.4293853073710214
RMSE: 1.5586485515891713
MAE: 1.2842812531561825
PSO(0/49): loss=61.116489559126634, w=1.603895073098471, b=59.958496519007
PSO(1/49): loss=61.116489559126634, w=1.603895073098471, b=59.958496519007
PSO(2/49): loss=35.862390601120254, w=8.47549651461749, b=64.6290227946752
PSO(3/49): loss=20.543610256927973, w=5.702862676770842, b=64.28513093164273
PSO(4/49): loss=20.543610256927973, w=5.702862676770842, b=64.28513093164273
PSO(5/49): loss=20.543610256927973, w=5.702862676770842, b=64.28513093164273
PSO(6/49): loss=20.543610256927973, w=5.702862676770842, b=64.28513093164273
PSO(7/49): loss=18.67873388687875, w=6.258827261428252, b=65.6735952909036
PSO(8/49): loss=18.67873388687875, w=6.258827261428252, b=65.6735952909036
PSO(9/49): loss=18.53106742065672, w=3.0230464588906067, b=64.40046737726408
PSO(10/49): loss=14.99566745438171, w=3.7432467315558746, b=65.18524313135734
PSO(11/49): loss=14.953799532402694, w=5.203578574645604, b=66.9627631542908
PSO(12/49): loss=14.953799532402694, w=5.203578574645604, b=66.9627631542908
PSO(13/49): loss=13.897993919985797, w=3.4115402608143413, b=66.13469480297998
PSO(14/49): loss=13.897993919985797, w=3.4115402608143413, b=66.13469480297998
PSO(15/49): loss=13.897993919985797, w=3.4115402608143413, b=66.13469480297998
PSO(16/49): loss=13.872959923793895, w=3.4563586549012983, b=66.74177582961228
PSO(17/49): loss=13.872959923793895, w=3.4563586549012983, b=66.74177582961228
PSO(18/49): loss=13.872959923793895, w=3.4563586549012983, b=66.74177582961228
PSO(19/49): loss=13.872959923793895, w=3.4563586549012983, b=66.74177582961228
PSO(20/49): loss=13.569834134740026, w=4.30579508841054, b=66.779767981356
PSO(21/49): loss=13.569834134740026, w=4.30579508841054, b=66.779767981356
PSO(22/49): loss=13.526871362976166, w=4.45457279624322, b=66.4587895206323
PSO(23/49): loss=13.526871362976166, w=4.45457279624322, b=66.4587895206323
PSO(24/49): loss=13.433365310202603, w=4.299614343161699, b=66.4548333463423
PSO(25/49): loss=13.433365310202603, w=4.299614343161699, b=66.4548333463423
PSO(26/49): loss=13.433365310202603, w=4.299614343161699, b=66.4548333463423
PSO(27/49): loss=13.397686673388664, w=3.9601536049194443, b=66.46535133971635
PSO(28/49): loss=13.397686673388664, w=3.9601536049194443, b=66.46535133971635
PSO(29/49): loss=13.397686673388664, w=3.9601536049194443, b=66.46535133971635
PSO(30/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(31/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(32/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(33/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(34/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(35/49): loss=13.386638899477, w=4.0395132642166045, b=66.47360759765655
PSO(36/49): loss=13.384647747152314, w=4.1310277531376345, b=66.42166597296104
PSO(37/49): loss=13.384647747152314, w=4.1310277531376345, b=66.42166597296104
PSO(38/49): loss=13.384647747152314, w=4.1310277531376345, b=66.42166597296104
PSO(39/49): loss=13.384647747152314, w=4.1310277531376345, b=66.42166597296104
PSO(40/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(41/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(42/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(43/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(44/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(45/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(46/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(47/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(48/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
PSO(49/49): loss=13.38152494081672, w=4.079798904487013, b=66.41566917023671
Learn: execution time=0.361 seconds
R2: 0.755001017192198
MSE: 3.7251136929125086
RMSE: 1.9300553600641897
MAE: 1.5423872492616577
PSO(0/49): loss=6.644672908360104, w=-0.9100907865968253, b=60.29506918085079
PSO(1/49): loss=3.1409395453263205, w=0.8081951659880708, b=67.69502378431162
PSO(2/49): loss=3.1409395453263205, w=0.8081951659880708, b=67.69502378431162
PSO(3/49): loss=2.926774616778316, w=0.9631036550340752, b=66.37646789150138
PSO(4/49): loss=2.926774616778316, w=0.9631036550340752, b=66.37646789150138
PSO(5/49): loss=2.926774616778316, w=0.9631036550340752, b=66.37646789150138
PSO(6/49): loss=2.3787150650020457, w=5.807495243599118, b=68.69027381215899
PSO(7/49): loss=2.3787150650020457, w=5.807495243599118, b=68.69027381215899
PSO(8/49): loss=1.8523518045401008, w=4.02352672148745, b=65.81060921829953
PSO(9/49): loss=1.8523518045401008, w=4.02352672148745, b=65.81060921829953
PSO(10/49): loss=1.5528368523621014, w=5.397402846648323, b=67.35948181058777
PSO(11/49): loss=1.5528368523621014, w=5.397402846648323, b=67.35948181058777
PSO(12/49): loss=1.5528368523621014, w=5.397402846648323, b=67.35948181058777
PSO(13/49): loss=1.5528368523621014, w=5.397402846648323, b=67.35948181058777
PSO(14/49): loss=1.5378078290767194, w=5.41087633874357, b=66.0925611427169
PSO(15/49): loss=1.5378078290767194, w=5.41087633874357, b=66.0925611427169
PSO(16/49): loss=1.4556402795111505, w=6.597457319086036, b=66.59165996574208
PSO(17/49): loss=1.4556402795111505, w=6.597457319086036, b=66.59165996574208
PSO(18/49): loss=1.4556402795111505, w=6.597457319086036, b=66.59165996574208
PSO(19/49): loss=1.4556402795111505, w=6.597457319086036, b=66.59165996574208
PSO(20/49): loss=1.4199775392194172, w=5.907784376135911, b=66.53541344011774
PSO(21/49): loss=1.4199775392194172, w=5.907784376135911, b=66.53541344011774
PSO(22/49): loss=1.4199775392194172, w=5.907784376135911, b=66.53541344011774
PSO(23/49): loss=1.4199775392194172, w=5.907784376135911, b=66.53541344011774
PSO(24/49): loss=1.4199775392194172, w=5.907784376135911, b=66.53541344011774
PSO(25/49): loss=1.4169803898693867, w=5.653215895049583, b=66.68294807756644
PSO(26/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(27/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(28/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(29/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(30/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(31/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(32/49): loss=1.4113397830931773, w=5.837729667399266, b=66.7105933085173
PSO(33/49): loss=1.411206220874548, w=5.862650364275647, b=66.70537222841428
PSO(34/49): loss=1.411206220874548, w=5.862650364275647, b=66.70537222841428
PSO(35/49): loss=1.411206220874548, w=5.862650364275647, b=66.70537222841428
PSO(36/49): loss=1.4110972086239273, w=5.876074460865122, b=66.70636469928107
PSO(37/49): loss=1.4110972086239273, w=5.876074460865122, b=66.70636469928107
PSO(38/49): loss=1.411036625068759, w=5.851234215235494, b=66.73691126488815
PSO(39/49): loss=1.411036625068759, w=5.851234215235494, b=66.73691126488815
PSO(40/49): loss=1.4110321498848786, w=5.917668992741557, b=66.6941401104213
PSO(41/49): loss=1.4109148669691491, w=5.934234709894513, b=66.69996200947112
PSO(42/49): loss=1.410872618810094, w=5.934839824953747, b=66.70927606048879
PSO(43/49): loss=1.410872618810094, w=5.934839824953747, b=66.70927606048879
PSO(44/49): loss=1.410872618810094, w=5.934839824953747, b=66.70927606048879
PSO(45/49): loss=1.410872618810094, w=5.934839824953747, b=66.70927606048879
PSO(46/49): loss=1.4108190011789579, w=5.901007666194657, b=66.7354363744129
PSO(47/49): loss=1.4108190011789579, w=5.901007666194657, b=66.7354363744129
PSO(48/49): loss=1.4108190011789579, w=5.901007666194657, b=66.7354363744129
PSO(49/49): loss=1.4108190011789579, w=5.901007666194657, b=66.7354363744129
Learn: execution time=0.203 seconds
R2: 0.856780318331234
MSE: 2.1775992339422126
RMSE: 1.4756690800928955
MAE: 1.1884869519491228

Process finished with exit code 0
